timestep,latent-rmse_1,rmse_1,latent-mae_1,mae_1,time_1,latent-rmse_2,rmse_2,latent-mae_2,mae_2,time_2,latent-rmse_3,rmse_3,latent-mae_3,mae_3,time_3,latent-rmse_4,rmse_4,latent-mae_4,mae_4,time_4,latent-rmse_5,rmse_5,latent-mae_5,mae_5,time_5,latent-rmse_6,rmse_6,latent-mae_6,mae_6,time_6,latent-rmse_7,rmse_7,latent-mae_7,mae_7,time_7,latent-rmse_8,rmse_8,latent-mae_8,mae_8,time_8,latent-rmse_9,rmse_9,latent-mae_9,mae_9,time_9
10195000,0.01996147818863392,0.4601656198501587,0.0015775725478306413,0.303114116191864,148.10820785351098,0.020000699907541275,0.46020159125328064,0.0018032416701316833,0.3031558394432068,153.8279161322862,0.019707240164279938,0.46004173159599304,0.0016575627960264683,0.30301332473754883,149.16466688737273,0.01987302303314209,0.4601685404777527,0.001704320777207613,0.3030678927898407,172.00416699051857,0.019955888390541077,0.46025821566581726,0.0016848827945068479,0.3032452166080475,161.69512504711747,0.019904034212231636,0.46019434928894043,0.0017505657160654664,0.3031884729862213,150.22891690023243,0.019739260897040367,0.4602993428707123,0.0017391142901033163,0.3031962513923645,172.67816606909037,0.0201068464666605,0.4601498246192932,0.001623639720492065,0.303134948015213,155.66041599959135,0.019783206284046173,0.4603160619735718,0.0016836111899465322,0.3032662570476532,171.31516593508422
10200000,0.020000649616122246,0.4602017402648926,0.0016487386310473084,0.30315592885017395,153.8409588392824,0.01970725692808628,0.4600418210029602,0.001630566199310124,0.3030133545398712,157.09674987010658,0.019873151555657387,0.46016865968704224,0.0016959240892902017,0.3030679523944855,157.21612516790628,0.019955774769186974,0.4602583944797516,0.0016463143983855844,0.30324527621269226,163.13875000923872,0.01990383304655552,0.46019449830055237,0.0016523898812010884,0.3031885325908661,168.05349988862872,0.019739151000976562,0.46029946208000183,0.001617196830920875,0.30319634079933167,177.03941697254777,0.0201069675385952,0.46014994382858276,0.0015947250649333,0.30313506722450256,167.88375005126,0.019782954826951027,0.46031618118286133,0.0015448166523128748,0.30326637625694275,168.6510001309216,0.020042382180690765,0.46032023429870605,0.0016891318373382092,0.30326464772224426,169.0400829538703
10205000,0.019707264378666878,0.4600418508052826,0.0016496076714247465,0.3030133843421936,149.08179198391736,0.019873175770044327,0.4601686894893646,0.001582469092682004,0.3030679523944855,161.6702089086175,0.019955765455961227,0.4602583944797516,0.0015333310002461076,0.30324527621269226,171.56237503513694,0.01990381069481373,0.46019452810287476,0.0016014173161238432,0.3031885325908661,170.3467909246683,0.019739141687750816,0.46029946208000183,0.0015700554940849543,0.30319634079933167,166.1841250024736,0.02010699175298214,0.46014994382858276,0.001630192156881094,0.30313506722450256,165.23033403791487,0.01978292502462864,0.46031618118286133,0.001607869053259492,0.30326637625694275,152.5692909490317,0.020042411983013153,0.46032023429870605,0.0016470197588205338,0.30326467752456665,152.41795917972922,0.01978430151939392,0.46032631397247314,0.0015697302296757698,0.3031805455684662,156.7046670243144
10210000,0.019873052835464478,0.4601685404777527,0.0015115304850041866,0.3030678927898407,161.8470000103116,0.019955847412347794,0.4602583050727844,0.0016523462254554033,0.3032452166080475,149.7722500935197,0.019903967157006264,0.4601943790912628,0.001622535870410502,0.3031885027885437,173.12729195691645,0.019739219918847084,0.46029937267303467,0.0016116973711177707,0.3031962811946869,152.7295419946313,0.020106874406337738,0.4601498544216156,0.0015852284850552678,0.3031349778175354,173.35641593672335,0.019783124327659607,0.46031609177589417,0.0014914667699486017,0.3032662868499756,151.01979207247496,0.020042259246110916,0.4603201448917389,0.0016536922194063663,0.30326464772224426,150.23612510412931,0.019784187898039818,0.46032625436782837,0.0015181872295215726,0.3031804859638214,152.13570883497596,0.019958341494202614,0.4603806138038635,0.001538489363156259,0.3032379746437073,161.47479182109237
10215000,0.019956115633249283,0.4602581262588501,0.0015670964494347572,0.3032451272010803,156.69295890256763,0.0199043620377779,0.4601942002773285,0.0015401504933834076,0.30318835377693176,150.99654207006097,0.019739484414458275,0.46029919385910034,0.001582300290465355,0.3031961917877197,151.58941689878702,0.020106803625822067,0.4601496756076813,0.001533149043098092,0.30313488841056824,149.61700001731515,0.019783593714237213,0.46031591296195984,0.001508271787315607,0.3032662272453308,158.71020802296698,0.02004213072359562,0.46031996607780457,0.0015019316924735904,0.3032645285129547,149.73829197697341,0.019784124568104744,0.46032607555389404,0.001593973720446229,0.30318042635917664,149.41908279433846,0.01995815709233284,0.4603804051876068,0.001551938010379672,0.3032379150390625,149.2439159192145,0.019851116463541985,0.46030718088150024,0.0016020976472645998,0.3031388521194458,151.47120808251202
10220000,0.01990371011197567,0.4601946175098419,0.0016594382468611002,0.30318859219551086,149.5893329847604,0.019739119336009026,0.4602995812892914,0.0015687800478190184,0.30319640040397644,149.14324996061623,0.02010716125369072,0.4601500332355499,0.0016020317561924458,0.30313512682914734,155.90733313001692,0.01978278160095215,0.4603162407875061,0.0015731076709926128,0.3032664358615875,150.44645802117884,0.02004261314868927,0.4603203535079956,0.0017064559506252408,0.3032647371292114,153.19258393719792,0.019784467294812202,0.4603264331817627,0.001557852141559124,0.30318063497543335,159.65633396990597,0.01995875872671604,0.46038079261779785,0.0015016356483101845,0.3032381236553192,150.57279192842543,0.019852004945278168,0.4603075683116913,0.001677233725786209,0.3031391203403473,153.70341599918902,0.01989462971687317,0.46038708090782166,0.001636016764678061,0.3031863272190094,154.08970811404288
10225000,0.019739173352718353,0.46029970049858093,0.0015711875166743994,0.3031964898109436,160.37733294069767,0.02010747417807579,0.46015018224716187,0.0015663786325603724,0.3031352162361145,192.10758293047547,0.01978267729282379,0.46031641960144043,0.001496119424700737,0.3032665252685547,175.662541994825,0.02004297450184822,0.46032047271728516,0.001600350602529943,0.3032647967338562,189.90125018171966,0.019784780219197273,0.46032655239105225,0.0016034754225984216,0.3031807541847229,160.5760829988867,0.019959161058068275,0.4603809416294098,0.0015707052079960704,0.303238183259964,151.4550840947777,0.019852513447403908,0.46030768752098083,0.0015736222267150879,0.30313917994499207,150.4792501218617,0.01989452913403511,0.4603872299194336,0.0016113072633743286,0.3031863570213318,162.02462511137128,0.019962433725595474,0.46045398712158203,0.0015568220987915993,0.3032291531562805,159.2584578320384
10230000,0.020107144489884377,0.4601500332355499,0.0015732920728623867,0.30313509702682495,190.8728750422597,0.019782792776823044,0.4603162407875061,0.0016574326436966658,0.30326640605926514,157.1022500284016,0.020042596384882927,0.4603203237056732,0.0016724232118576765,0.3032647371292114,166.75654100254178,0.01978445239365101,0.4603264331817627,0.0015579495811834931,0.3031805753707886,171.56695807352662,0.01995873637497425,0.46038079261779785,0.001690464443527162,0.3032381236553192,169.82708405703306,0.01985197700560093,0.4603075683116913,0.001587721286341548,0.3031391203403473,150.42299986816943,0.019894639030098915,0.46038708090782166,0.0016773480456322432,0.3031863272190094,153.4991660155356,0.019962139427661896,0.4604538381099701,0.0017186707118526101,0.30322909355163574,260.2143750991672,0.01988101191818714,0.4604121446609497,0.0016563594108447433,0.30317747592926025,162.22191601991653
10235000,0.019783567637205124,0.4603159427642822,0.0016231336630880833,0.3032662272453308,202.04424997791648,0.02004213258624077,0.46031996607780457,0.0015811431221663952,0.3032645285129547,174.51287480071187,0.019784124568104744,0.46032607555389404,0.001532891415990889,0.30318042635917664,150.9517498780042,0.019958164542913437,0.4603804051876068,0.0015856093959882855,0.3032378852367401,161.13929077982903,0.01985112950205803,0.46030718088150024,0.0016542267985641956,0.3031388819217682,154.6010838355869,0.01989540085196495,0.460386723279953,0.0016003802884370089,0.3031860589981079,165.68275005556643,0.019961897283792496,0.46045348048210144,0.0016120343934744596,0.30322885513305664,153.57349999248981,0.019880350679159164,0.46041178703308105,0.00152255455031991,0.30317726731300354,185.63674995675683,0.020040296018123627,0.4603319466114044,0.0014879477676004171,0.3031606078147888,170.8312500268221
10240000,0.02004321850836277,0.46032053232192993,0.001685100025497377,0.303264856338501,150.14649997465312,0.019784998148679733,0.4603266417980194,0.001605045166797936,0.3031807541847229,159.39374989829957,0.019959429278969765,0.46038103103637695,0.0015722177922725677,0.30323827266693115,164.34754198417068,0.01985284313559532,0.460307776927948,0.0014589341590180993,0.30313923954963684,188.19883419200778,0.019894516095519066,0.46038728952407837,0.0015739606460556388,0.30318644642829895,163.33979181945324,0.019962631165981293,0.4604540467262268,0.0016005064826458693,0.3032292127609253,152.64579094946384,0.019881760701537132,0.4604123532772064,0.0016476024175062776,0.3031776249408722,165.39391689002514,0.0200403593480587,0.4603325128555298,0.0017016548663377762,0.30316096544265747,151.74724999815226,0.019833935424685478,0.46043816208839417,0.0014347813557833433,0.3033059239387512,151.645541889593
